0x1bcf98 stub=0x4ea588 id=0xd712  b'open_log'
0x4c7d68 stub=0x4e8bb0 id=0x5ff  b'tcj_today_wifi_limit'
0x4cbb4c stub=0x4e7310 id=0x7e9d  b'root=%d|x86=%d|apk_cnt=%d|adb=%d|machine=%s|sys_ver=%s|root_record=%d'
0x4cbc68 stub=0x4ec3d8 id=0x7ee5  b'apk_name=%s|app_name=%s|app_ver=%s|sdk_ver=%s|app_name_b64=%s'
0x4cbd38 stub=0x4e9b6c id=0x7f25  b'files_dir=%s|sd_dir=%s|lib_dir=%s'
0x4cbdc4 stub=0x4ec3d8 id=0x7f49  b'cert_md5=%s|apk_hash_1=0x%08x|apk_hash_2=0x%08x|txt_seg_crc=0x%08x'
0x4cc2c4 stub=0x4e6c5c id=0x80ef  b'app_name=%s'
0x4cc344 stub=0x4e7c04 id=0x80fd  b'path=%s|permission=%s'
0x4cc3c4 stub=0x4ea6a8 id=0x80bf  b'info=%s'
0x4cc43c stub=0x4eccd8 id=0x807d  b'name=%s'
0x4cc67c stub=0x4e6e94 id=0x8155  b'is_unlock=%d|reason=%s'
0x4cc7b8 stub=0x4e67e8 id=0x8087  b'name=%s|feature=%s|cert_md5=%s|fake_cert=%d'
0x4cc934 stub=0x4e96f0 id=0x8115  b'reason=%s|root=%d|cert=%s'
0x4cc9ec stub=0x4ecdf8 id=0x801a  b'name=%s|feature=%s|cert_crc=0X%08X|size=%u|install_t=%lu|is_custom=%d'
0x4ccaa4 stub=0x4ec858 id=0x8141  b'cert=%s|author=%s'
0x4ccb2c stub=0x4eb778 id=0x8006  b'rate=%d|reason=%s'
0x4ccbc0 stub=0x4e8df0 id=0x7fe1  b'name=%s|size=%d|crc=0x%08x|root=%d'
0x4ccd04 stub=0x4ea10c id=0x7f8e  b'name=%s|feature=%s|size=%d|mtime=%d|cert_md5_crc=0x%08x'
0x4cce3c stub=0x4e71f4 id=0x7fc8  b'seq=%u|pid=%d|time=%ld'
0x4cec30 stub=0x4e8f10 id=0x666  b'ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/'
0x4d0724 stub=0x4ec738 id=0xd0f0  b'%s%d'
0x4d0890 stub=0x4eac3c id=0xd0d8  b'/sdcard/%s/firm'
0x4d08dc stub=0x4e9dac id=0xd0cb  b'/sdcard/%s'
0x4d0960 stub=0x4e83e0 id=0xd118  b'external'
0x4d09d4 stub=0x4e9030 id=0xd123  b'android/provider/MediaStore$Files'
0x4d09e0 stub=0x4eb898 id=0xd147  b'getContentUri'
0x4d09ec stub=0x4eca98 id=0xd157  b'(Ljava/lang/String;)Landroid/net/Uri;'
0x4d0a3c stub=0x4e8738 id=0xd17f  b'android/content/ContentValues'
0x4d0a80 stub=0x4eab20 id=0xd19f  b'relative_path'
0x4d0af4 stub=0x4ebd18 id=0xd1af  b'put'
0x4d0b00 stub=0x4ec3d8 id=0xd1b5  b'(Ljava/lang/String;Ljava/lang/String;)V'
0x4d0b40 stub=0x4e82c0 id=0xd1df  b'_display_name'
0x4d0c08 stub=0x4e94b0 id=0xd1ef  b'title'
0x4d0d28 stub=0x4e9dac id=0xd1f7  b'insert'
0x4d0d34 stub=0x4ea7c8 id=0xd200  b'(Landroid/net/Uri;Landroid/content/ContentValues;)Landroid/net/Uri;'
0x4d0e24 stub=0x4e861c id=0xd246  b'openOutputStream'
0x4d0e30 stub=0x4e9b6c id=0xd259  b'(Landroid/net/Uri;)Ljava/io/OutputStream;'
0x4d12b8 stub=0x4eb0b8 id=0x67c8  b'/proc/net/tcp'
0x4d139c stub=0x4e65b0 id=0x67e9  b'%4d: %08X:%04X %08X:%04X %02X %08X:%08X %02X:%08lX %08X %5u %8d %lu %d %p %lu %lu %u %u %d'
0x4d1568 stub=0x4ec2b8 id=0x67d8  b'/proc/net/tcp6'
0x4d1668 stub=0x4ecdf8 id=0x6846  b'%4d: %08X%08X%08X%08X:%04X %08X%08X%08X%08X:%04X %02X %08X:%08X %02X:%08lX %08X %5u %8d %lu %d %p %lu %lu %u %u %d'
0x4d2340 stub=0x4e9b6c id=0xbcdd  b'UnknownPackage'
0x4d2668 stub=0x4e6d78 id=0xb8cc  b'AndroidKeyStore'
0x4d26b4 stub=0x4ea588 id=0xbbba  b'java/security/KeyStore'
0x4d26cc stub=0x4ec198 id=0xbbd3  b'(Ljava/lang/String;)Ljava/security/KeyStore;'
0x4d2710 stub=0x4e861c id=0xbc02  b'load'
0x4d271c stub=0x4e8df0 id=0xbc09  b'(Ljava/security/KeyStore$LoadStoreParameter;)V'
0x4d2780 stub=0x4e8854 id=0xb948  b'ANO_KEYSTORE_ALIAS_03_23'
0x4d27c4 stub=0x4eb418 id=0xbc8f  b'getCertificateChain'
0x4d27d0 stub=0x4eccd8 id=0xbca5  b'(Ljava/lang/String;)[Ljava/security/cert/Certificate;'
0x4d2888 stub=0x4ea588 id=0xbc82  b'getEncoded'
0x4d2af4 stub=0x4ea468 id=0xb7d1  b'(Ljava/security/spec/AlgorithmParameterSpec;)V'
0x4d2b30 stub=0x4e6b40 id=0xb802  b'generateKeyPair'
0x4d2b3c stub=0x4e7f64 id=0xb814  b'()Ljava/security/KeyPair;'
0x4d2d5c stub=0x4ec4f8 id=0xbc3a  b'getCertificate'
0x4d2d68 stub=0x4e67e8 id=0xbc4b  b'(Ljava/lang/String;)Ljava/security/cert/Certificate;'
0x4d2ea4 stub=0x4e9ecc id=0xb830  b'java/security/SecureRandom'
0x4d2eb0 stub=0x4ebf58 id=0xb84d  b'getInstanceStrong'
0x4d2ebc stub=0x4e65b0 id=0xb861  b'()Ljava/security/SecureRandom;'
0x4d2f20 stub=0x4ed038 id=0xb8c0  b'nextBytes'
0x4d2f84 stub=0x4ec3d8 id=0xb8b5  b'SHA1PRNG'
0x4d300c stub=0x4e8a90 id=0xb882  b'(Ljava/lang/String;)Ljava/security/SecureRandom;'
0x4d3138 stub=0x4e81a0 id=0xb8de  b'java/security/KeyPairGenerator'
0x4d3150 stub=0x4ea6a8 id=0xb8ff  b'(Ljava/lang/String;Ljava/lang/String;)Ljava/security/KeyPairGenerator;'
0x4d323c stub=0x4ea6a8 id=0xb963  b'android/security/keystore/KeyProperties'
0x4d3248 stub=0x4e65b0 id=0xb98d  b'PURPOSE_SIGN'
0x4d3290 stub=0x4e7668 id=0xb99c  b'android/security/keystore/KeyGenParameterSpec$Builder'
0x4d32a8 stub=0x4eb538 id=0xb9d4  b'(Ljava/lang/String;I)V'
0x4d3340 stub=0x4e7668 id=0xba00  b'PKCS1'
0x4d33c8 stub=0x4e7f64 id=0xba08  b'setSignaturePaddings'
0x4d33d4 stub=0x4e9930 id=0xba1f  b'([Ljava/lang/String;)Landroid/security/keystore/KeyGenParameterSpec$Builder;'
0x4d3424 stub=0x4e81a0 id=0xba6e  b'SHA-256'
0x4d3468 stub=0x4e8cd0 id=0xba78  b'SHA-1'
0x4d3514 stub=0x4e95d0 id=0xba80  b'setDigests'
0x4d3520 stub=0x4ea468 id=0xba8d  b'([Ljava/lang/String;)Landroid/security/keystore/KeyGenParameterSpec$Builder;'
0x4d3564 stub=0x4e8cd0 id=0xbadc  b'setAttestationChallenge'
0x4d3570 stub=0x4eaa04 id=0xbaf6  b'([B)Landroid/security/keystore/KeyGenParameterSpec$Builder;'
0x4d35b4 stub=0x4e7f64 id=0xbb34  b'setKeySize'
0x4d35c0 stub=0x4e8df0 id=0xbb41  b'(I)Landroid/security/keystore/KeyGenParameterSpec$Builder;'
0x4d3604 stub=0x4ed274 id=0xbb7e  b'build'
0x4d3610 stub=0x4e6b40 id=0xbb86  b'()Landroid/security/keystore/KeyGenParameterSpec;'
0x4d4454 stub=0x4e9fec id=0x6d9  b'/proc/%u/cmdline'
0x4d6f74 stub=0x4e6c5c id=0xc037  b'pop_win:%s'
0x4d6fb0 stub=0x4e7ae4 id=0xc044  b'per_win_sleep'
0x4d70b0 stub=0x4ed154 id=0xf9d  b'checkSelfPermission'
0x4d70bc stub=0x4e79c4 id=0xfb3  b'(Ljava/lang/String;)I'
0x4d70f0 stub=0x4e94b0 id=0xfcb  b'PERMISSION_GRANTED'
0x4d72c8 stub=0x4ea10c id=0xf0e  b'getPermissionInfo'
0x4d72d4 stub=0x4eb778 id=0xf22  b'(Ljava/lang/String;I)Landroid/content/pm/PermissionInfo;'
0x4d732c stub=0x4e8080 id=0xe8d  b'packageName'
0x4d73e4 stub=0x4e8970 id=0xf5d  b'protectionLevel'
0x4d7474 stub=0x4e9dac id=0xf6f  b'PROTECTION_MASK_BASE'
0x4d74bc stub=0x4eb778 id=0xf86  b'PROTECTION_DANGEROUS'
0x4d7698 stub=0x4eb9b8 id=0xc018  b'apk_permission'
0x4d7704 stub=0x4e6fb4 id=0xee2  b'com.android.permission.GET_INSTALLED_APPS'
0x4d7760 stub=0x4eccd8 id=0xc029  b'apk_per_win'
0x4d8c2c stub=0x4e7e44 id=0x52b  b'META-INF'
0x4d8ec4 stub=0x4e67e8 id=0x9d0b  b'cal_cert_md5'
0x4d9894 stub=0x4e9270 id=0x53d  b'.DSA'
0x4db6ec stub=0x4e9a50 id=0xac74  b'DlAddr_MB'
0x4db730 stub=0x4ea7c8 id=0xac80  b'.apk!/lib/'
0x4db858 stub=0x4eb898 id=0x7323  b'lib/'
0x4dbab0 stub=0x4e8a90 id=0x2282  b'libtersafe.so'
0x4dbae4 stub=0x4eb658 id=0xac8d  b'libtersafe2.so'
0x4dbc8c stub=0x4e9390 id=0x160a  b'http'
0x4dbd14 stub=0x4e7ae4 id=0xbf18  b'gamesafe/mobile/ano_dfh.zip'
0x4dbf20 stub=0x4eb9b8 id=0xbf50  b'sig'
0x4dc0a4 stub=0x4e9c8c id=0xbf36  b'device_finger_time_diff'
0x4dc3f8 stub=0x4ec078 id=0xbf56  b'device_finger_builtin'
0x4dc6b0 stub=0x4e6904 id=0xbf08  b'device_finger'
0x4dc8e0 stub=0x4e6c5c id=0x647  b'/dev/random'
0x4dcd28 stub=0x4eb9b8 id=0x4c  b'delete'
0x4dcd34 stub=0x4e70d4 id=0x6af  b'%zx-%zx %c%c%c%c %x %x:%x %u %s'
0x4dd950 stub=0x4eb538 id=0x6ec  b'/proc/%u/task'
0x4de3c8 stub=0x4e9810 id=0xc0c2  b'cg_auth'
0x4de68c stub=0x4e8080 id=0xcfe9  b'%s_cid'
0x4de6f8 stub=0x4e67e8 id=0xc097  b'/tmp/cloudgame/cloudgame.socket'
0x4de814 stub=0x4e9a50 id=0x51d4  b'assets/__tpinfo.tsa'
0x4de944 stub=0x4e7668 id=0x5218  b'lib/armeabi/libtprtMobSec.so'
0x4de970 stub=0x4e9930 id=0x5237  b'lib/armeabi-v7a/libtprtMobSec.so'
0x4de99c stub=0x4ec078 id=0x525a  b'lib/x86/libtprtMobSec.so'
0x4df628 stub=0x4e9150 id=0x5a00  b'va_sig'
0x4df690 stub=0x4e9a50 id=0x418  b'va_ano.dat'
0x4dfb10 stub=0x4ea10c id=0x3d8a  b'LeiDianX86'
0x4dfb1c stub=0x4eb1d8 id=0x3e61  b'BlueStacksX86'
0x4dfb28 stub=0x4e6e94 id=0x3dc1  b'NeteaseX86'
0x4dfb34 stub=0x4ebf58 id=0x3da5  b'NoxX86'
0x4dfb40 stub=0x4e9150 id=0x3de0  b'XiaoYaoX86'
0x4dfb4c stub=0x4eb538 id=0x3e00  b'TianTianX86'
0x4dfb58 stub=0x4e6904 id=0x3e20  b'LuDaShiX86'
0x4dfb64 stub=0x4e65b0 id=0x3e81  b'Win11X86'
0x4dfb70 stub=0x4e84fc id=0x3e9d  b'GoogleX86'
0x4dfb7c stub=0x4e6e94 id=0xe4f1  b'OurPlayX86'
0x4dfc14 stub=0x4e9270 id=0x3ea9  b'builtin_emu'
0x4dfd54 stub=0x4eca98 id=0xe4df  b'builtin_ourplay'
0x4dfddc stub=0x4e8cd0 id=0x3d78  b'builtin_leidian'
0x4dfe1c stub=0x4eaf98 id=0x3d97  b'builtin_nox'
0x4dfe5c stub=0x4ec978 id=0x3dae  b'builtin_neatease'
0x4dfe9c stub=0x4e7d24 id=0x3dce  b'builtin_xiaoyao'
0x4dfedc stub=0x4e9fec id=0x3ded  b'builtin_tiantian'
0x4dff1c stub=0x4ec4f8 id=0x3e0e  b'builtin_ludashi'
0x4dff5c stub=0x4e7784 id=0x3e2d  b'builtin_tencent'
0x4dff9c stub=0x4e9a50 id=0x3e4c  b'builtin_bluestacks'
0x4dffdc stub=0x4ea22c id=0x3eb7  b'builtin_tencentyyb'
0x4e001c stub=0x4ec3d8 id=0x3e71  b'builtin_win11'
0x4e005c stub=0x4e71f4 id=0x3e8c  b'builtin_google'
0x4e0bcc stub=0x4e9390 id=0xac0a  b'MB_EnumApkOpen'
0x4e0be4 stub=0x4ebe38 id=0xac30  b'MB_EnumApkPkg'
0x4e0bfc stub=0x4ed038 id=0xac40  b'MB_EnumApkRslv'
0x4e0c14 stub=0x4e861c id=0xac62  b'MB_EnumApkClose'
0x4e0c2c stub=0x4ea6a8 id=0xac1b  b'handle'
0x4e0cdc stub=0x4eb0b8 id=0xac24  b'handle=%p'
0x4e0d24 stub=0x4e7310 id=0xac51  b'apk_obj_buf=%p'
0x4e3ca8 stub=0x4ec978 id=0x1f36  b'ModuleBase'
0x4e3cc4 stub=0x4e67e8 id=0x1f43  b'ReportQosIf'
0x4e3ce0 stub=0x4e6c5c id=0x1e7f  b'is_update_cdn_ok'
0x4e3cfc stub=0x4e81a0 id=0x1e92  b'is_cs_channel_ok'
0x4e3d4c stub=0x4eb538 id=0x18e4  b'add'
0x4e3d8c stub=0x4ec738 id=0x18f4  b'stristr'
0x4e3da8 stub=0x4ed274 id=0x18fe  b'game_id_eq'
0x4e3dc8 stub=0x4e70d4 id=0x190b  b'open_id_eq'
0x4e3e08 stub=0x4e9390 id=0x192a  b'model_eq'
0x4e3e24 stub=0x4e9fec id=0x1935  b'model_not_eq'
0x4e3e40 stub=0x4e7310 id=0x1fb1  b'model_contains'
0x4e3e5c stub=0x4e861c id=0x1fc2  b'model_not_contains'
0x4e3e78 stub=0x4e9dac id=0x1fd7  b'brand_contains'
0x4e3e94 stub=0x4eb0b8 id=0x1fe8  b'brand_not_contains'
0x4e3eb0 stub=0x4eb0b8 id=0x1944  b'file_crc_eq'
0x4e3ed0 stub=0x4ec078 id=0x1952  b'file_exists'
0x4e3eec stub=0x4ed038 id=0x1960  b'file_md5_eq'
0x4e3f08 stub=0x4e6fb4 id=0x196e  b'file_sha1_eq'
0x4e3f24 stub=0x4e8080 id=0x197d  b'file_size_eq'
0x4e3f40 stub=0x4e9150 id=0x198c  b'file_size_lt'
0x4e3f5c stub=0x4ea22c id=0x199b  b'file_size_bt'
0x4e3f78 stub=0x4eb2f8 id=0x19aa  b'gray'
0x4e3f94 stub=0x4ebad8 id=0x19b1  b'app_ver_eq'
0x4e3fb0 stub=0x4ec978 id=0x19be  b'app_ver_bt'
0x4e3fcc stub=0x4e67e8 id=0x19cb  b'app_ver_lt'
0x4e3fe8 stub=0x4e7668 id=0x19d8  b'app_ver_not_bt'
0x4e4004 stub=0x4e8970 id=0x19e9  b'app_name_b64_eq'
0x4e4020 stub=0x4e9dac id=0x19fb  b'apk_name_eq'
0x4e403c stub=0x4ead58 id=0x1a09  b'sdk_ver_eq'
0x4e4058 stub=0x4ebbf8 id=0x1a16  b'sdk_ver_bt'
0x4e4074 stub=0x4eca98 id=0x1a23  b'sdk_ver_lt'
0x4e4090 stub=0x4e6904 id=0x1a30  b'sys_ver_eq'
0x4e40ac stub=0x4e7784 id=0x1a3d  b'sys_ver_bt'
0x4e40c8 stub=0x4e861c id=0x1a4a  b'sys_ver_lt'
0x4e40e4 stub=0x4e94b0 id=0x1a57  b'del_file_if'
0x4e4164 stub=0x4e71f4 id=0x1a9c  b'dl_file_if'
0x4e41a0 stub=0x4e9390 id=0x1aba  b'root_process_exists'
0x4e41bc stub=0x4eac3c id=0x1ad0  b'module_exists'
0x4e41d8 stub=0x4e84fc id=0x1f5d  b'sock_exists'
0x4e41f4 stub=0x4e8f10 id=0x1b1a  b'apk_9015_eq'
0x4e4210 stub=0x4e9ecc id=0x1b28  b'apk_9015_not_eq'
0x4e422c stub=0x4eb2f8 id=0x1b3a  b'ts_exists'
0x4e424c stub=0x4ec078 id=0x1b46  b'gc_exists'
0x4e4268 stub=0x4ecdf8 id=0x1b52  b'file_crc_eq2'
0x4e4288 stub=0x4e6e94 id=0x1b61  b'file_crc_not_eq2'
0x4e42a4 stub=0x4e83e0 id=0x1b74  b'folder_writable'
0x4e42c0 stub=0x4eb538 id=0x1d94  b'folder_not_writable'
0x4e42dc stub=0x4ebf58 id=0x1e65  b'is_adb_over_usb_enabled'
0x4e42f8 stub=0x4e9810 id=0x1b86  b'property_get'
0x4e4314 stub=0x4ea8e4 id=0x1b95  b'inner_apk_file_crc_eq2'
0x4e4330 stub=0x4ec4f8 id=0x1bae  b'inner_apk_file_crc_not_eq2'
0x4e434c stub=0x4e754c id=0x1bcb  b'is_arm'
0x4e4368 stub=0x4e7f64 id=0x1bd4  b'is_x86'
0x4e4384 stub=0x4e8970 id=0x1bdd  b'tmp_path'
0x4e43a0 stub=0x4e95d0 id=0x1be8  b'so_path'
0x4e43bc stub=0x4ea10c id=0x1bf2  b'self_apk_path'
0x4e43d8 stub=0x4eb2f8 id=0x1c02  b'apk_installed'
0x4e43f4 stub=0x4e6498 id=0x1d4c  b'apk_installed2'
0x4e4410 stub=0x4ec4f8 id=0x1c12  b'apk_path'
0x4e442c stub=0x4ed154 id=0x1c1d  b'apk_crc_eq'
0x4e4448 stub=0x4e6fb4 id=0x1c2a  b'apk_crc_not_eq'
0x4e4464 stub=0x4e82c0 id=0x1c3b  b'apk_size_eq'
0x4e4480 stub=0x4e9270 id=0x1c49  b'apk_size_lt'
0x4e449c stub=0x4ea22c id=0x1c57  b'apk_size_bt'
0x4e44b8 stub=0x4ec618 id=0x1c77  b'inner_apk_crc_eq'
0x4e44d4 stub=0x4e6b40 id=0x1c8a  b'inner_apk_crc_not_eq'
0x4e44f0 stub=0x4ebe38 id=0x1d38  b'get_pid'
0x4e450c stub=0x4ec978 id=0x1d42  b'get_uid'
0x4e4528 stub=0x4ecdf8 id=0x1daa  b'hidden_malware_exists'
0x4e4544 stub=0x4e78a4 id=0x1dc2  b'is_hidden_malware_exists'
0x4e4560 stub=0x4e96f0 id=0x1ddd  b'files_folder_not_writable'
0x4e457c stub=0x4eb658 id=0x1df9  b'files_folder_not_writable2'
0x4e4598 stub=0x4e66cc id=0x1e16  b'java_inited'
0x4e45b4 stub=0x4ea6a8 id=0x1e4f  b'max_user_watches_lt'
0x4e45d0 stub=0x4ecf18 id=0x1ed7  b'is_simulator_cpu'
0x4e45ec stub=0x4e7430 id=0x1eea  b'cpu_model_contains'
0x4e4608 stub=0x4e8bb0 id=0x1eff  b'is_x86_env'
0x4e4624 stub=0x4ec4f8 id=0x1cda  b'is_mem_readable'
0x4e4640 stub=0x4e7430 id=0x1cf6  b'is_root'
0x4e465c stub=0x4e7f64 id=0x1d00  b'datetime_lt'
0x4e4678 stub=0x4e8f10 id=0x1d0e  b'datetime_bt'
0x4e4694 stub=0x4e9ecc id=0x1d1c  b'datetime_range'
0x4e46b0 stub=0x4e94b0 id=0x1f6b  b'time_lt'
0x4e46cc stub=0x4e9fec id=0x1f75  b'time_bt'
0x4e46e8 stub=0x4eab20 id=0x1f7f  b'time_range'
0x4e4704 stub=0x4eb1d8 id=0x1d2d  b'week_day'
0x4e4720 stub=0x4e7784 id=0x1d5d  b'cert_author_contains'
0x4e473c stub=0x4e9150 id=0x1d74  b'cert_md5_eq'
0x4e4758 stub=0x4ea10c id=0x1d82  b'cert_md5_not_eq'
0x4e4774 stub=0x4ebbf8 id=0x1ec6  b'malware_exists'
0x4e4790 stub=0x4e9a50 id=0x1f0c  b'is_key_exist'
0x4e47ac stub=0x4eab20 id=0x1f1b  b'is_value_by_key_contains'
0x4e47c8 stub=0x4eb9b8 id=0x1f8c  b'get_files_dir'
0x4e47e4 stub=0x4ecbb8 id=0x1f9c  b'is_touch_result_bt'
0x4e4adc stub=0x4e96f0 id=0x868d  b'crashprotector.d.tmp'
0x4e4b0c stub=0x4eb0b8 id=0x86a4  b'tdm_cache.dat'
0x4e4b3c stub=0x4e7784 id=0x86d5  b'ano.ano3.dat'
0x4e4b9c stub=0x4ebf58 id=0x8715  b'mn_cache.dat'
0x4e4bcc stub=0x4e6fb4 id=0x8732  b'tcj_tmp.dat'
0x4e4bfc stub=0x4ecbb8 id=0x8784  b'rwc.p.tmp'
0x4e4c2c stub=0x4e7e44 id=0x87a3  b'ano_app_915c.dat'
0x4e4c5c stub=0x4e9390 id=0x87b6  b'rwc.c.tmp'
0x4e4cbc stub=0x4e6498 id=0x4394  b'rwc.cs.tmp'
0x4e4e04 stub=0x4eaf98 id=0x87cf  b'tcj_f_ctl.dat'
0x4e4e34 stub=0x4eb9b8 id=0x560  b'ac_tmp'
0x4e4e64 stub=0x4ec198 id=0x87df  b'tcj_up_cache.dat'
0x4e4ef4 stub=0x4e8cd0 id=0x509c  b'cache_crc.dat'
0x4e4f24 stub=0x4e9ecc id=0x50ac  b'cache_md5.dat'
0x4e4f54 stub=0x4e7c04 id=0x655  b'tersafe.update'
0x4e4f84 stub=0x4ea588 id=0x882a  b'ano.i.m.dat'
0x4e4fb4 stub=0x4eb538 id=0x8838  b'custom_cache'
0x4e4fe4 stub=0x4e8a90 id=0x5bee  b'vot.dat'
0x4e5024 stub=0x4ec2b8 id=0x4a0  b'/tmp.xx.dat'
0x4e5068 stub=0x4e83e0 id=0x8870  b'ano_ksh.dat'
0x4e5098 stub=0x4e9390 id=0x887e  b'ano_dfh.zip'
0x4e5214 stub=0x4ebad8 id=0xe535  b'%s/shell_cache/vm/%s'
0x4e5fc8 stub=0x4e9030 id=0x21bf  b'/sdcard/Android/data/%s/files'
0x4e62ec stub=0x4e84fc id=0x2219  b'log2.log'
0x4e6304 stub=0x4e79c4 id=0x220f  b'log.log'
0x4e63a4 stub=0x4ea10c id=0x2232  b'anti_log.log'
